description,test_accuracy,test_f1_score,test_precision,test_recall,fit_time,score_time,train_f1_weighted,train_recall_weighted,train_precision_weighted,train_accuracy
SVC,0.7141828221595342,0.7013596968436033,0.7191709929476301,0.7141828221595342,1228.7837067127227,261.15735425949094,0.7005903459990621,0.712823151125402,0.7149561420172807,0.712823151125402
KNN,0.657463537602785,0.6501006839118786,0.6523496209482531,0.657463537602785,0.2084052085876465,13.554426002502442,0.6489521729854539,0.6562057877813505,0.6502676042275211,0.6562057877813505
GausianNB,0.6200708240801872,0.6190533119511556,0.618318339285228,0.6200708240801872,0.5252274513244629,0.11340107917785644,0.6224718857839925,0.6224051446945337,0.6225526273151678,0.6224051446945337
DT,0.5817177840465758,0.5813975693901128,0.5811019120968373,0.5817177840465758,60.281798124313354,0.03032999038696289,0.5883387946142776,0.588064308681672,0.5886418198923574,0.588064308681672
bagging,0.6458195786567433,0.6303236193306343,0.6405605896909884,0.6458195786567433,415.52934126853944,0.22156333923339844,0.6242388379356514,0.6404372990353698,0.6328219789321397,0.6404372990353698
RF,0.6708480883500391,0.653084839354807,0.6715100231658322,0.6708480883500391,115.28625063896179,0.3849634647369385,0.6584383901512588,0.6748810289389068,0.6733378724224013,0.6748810289389068
Adaboost,0.6647260068423264,0.6547476073945856,0.6603910513439754,0.6647260068423264,228.91394519805908,0.43504934310913085,0.6511148648400844,0.6599614147909968,0.6540726824166968,0.6599614147909968
GradientBoostingClassifier,0.6817718024128203,0.6654576297116848,0.6836766090789186,0.6817718024128203,1168.3322809696197,0.0918588638305664,0.667201195677779,0.6817749196141479,0.6803285105027543,0.6817749196141479
NuSVC,0.7230658423864114,0.719766896798908,0.7208235716697998,0.7230658423864114,4350.114099788666,184.71609749794007,0.7157937776655311,0.7187138263665596,0.7160449902678561,0.7187138263665596
LinearSVC,0.7070403937338695,0.7003629175565192,0.7051480521073479,0.7070403937338695,22.80684690475464,0.022274351119995116,0.7012726960860293,0.7072926045016077,0.7043401208059349,0.7072926045016077
SGDClassifier,0.692575475661725,0.6747704955426074,0.6987331800017897,0.692575475661725,1.7666959285736084,0.021832990646362304,0.6827839852516215,0.6959742765273312,0.6966494554190066,0.6959742765273312
